Time,Temp,Hum,Gas,Motion,AQI,Status
2026-04-29 06:45:06,30.9,74.1,246.0,0.0,22.0,EXCELLENT
2026-04-29 06:45:08,31.0,74.2,241.0,0.0,20.3,EXCELLENT
2026-04-29 06:45:10,30.9,74.2,247.0,0.0,22.3,EXCELLENT
2026-04-29 06:45:12,30.9,74.3,247.0,0.0,22.3,EXCELLENT
2026-04-29 06:45:14,30.9,74.4,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:45:16,30.9,74.4,243.0,0.0,21.0,EXCELLENT
2026-04-29 06:45:18,30.9,74.4,249.0,0.0,23.0,EXCELLENT
2026-04-29 06:45:20,30.9,74.6,250.0,0.0,23.3,EXCELLENT
2026-04-29 06:45:22,30.9,74.6,242.0,0.0,20.7,EXCELLENT
2026-04-29 06:45:24,30.8,74.6,242.0,0.0,20.7,EXCELLENT
2026-04-29 06:45:26,30.8,74.7,244.0,0.0,21.3,EXCELLENT
2026-04-29 06:45:28,30.8,74.8,243.0,0.0,21.0,EXCELLENT
2026-04-29 06:45:30,30.8,74.8,243.0,0.0,21.0,EXCELLENT
2026-04-29 06:45:32,30.8,74.9,253.0,0.0,24.3,EXCELLENT
2026-04-29 06:45:34,30.8,75.0,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:45:36,30.8,75.0,246.0,0.0,22.0,EXCELLENT
2026-04-29 06:45:38,30.7,75.0,243.0,0.0,21.0,EXCELLENT
2026-04-29 06:45:40,30.8,75.0,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:45:42,30.7,75.0,235.0,0.0,18.3,EXCELLENT
2026-04-29 06:45:44,30.7,75.0,245.0,0.0,21.7,EXCELLENT
2026-04-29 06:45:46,30.7,75.1,250.0,0.0,23.3,EXCELLENT
2026-04-29 06:45:48,30.7,75.2,251.0,0.0,23.7,EXCELLENT
2026-04-29 06:45:50,30.6,75.2,241.0,0.0,20.3,EXCELLENT
2026-04-29 06:45:52,30.7,75.2,244.0,0.0,21.3,EXCELLENT
2026-04-29 06:45:54,30.7,75.3,241.0,0.0,20.3,EXCELLENT
2026-04-29 06:45:56,30.6,75.3,250.0,0.0,23.3,EXCELLENT
2026-04-29 06:45:58,30.6,75.4,249.0,0.0,23.0,EXCELLENT
2026-04-29 06:46:00,30.7,75.4,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:46:02,30.6,75.5,244.0,0.0,21.3,EXCELLENT
2026-04-29 06:46:04,30.6,75.5,245.0,0.0,21.7,EXCELLENT
2026-04-29 06:46:06,30.6,75.6,251.0,0.0,23.7,EXCELLENT
2026-04-29 06:46:08,30.6,75.6,241.0,0.0,20.3,EXCELLENT
2026-04-29 06:46:10,30.6,75.6,251.0,0.0,23.7,EXCELLENT
2026-04-29 06:46:12,30.6,75.7,246.0,0.0,22.0,EXCELLENT
2026-04-29 06:46:14,30.6,75.7,243.0,0.0,21.0,EXCELLENT
2026-04-29 06:46:16,30.6,75.8,245.0,0.0,21.7,EXCELLENT
2026-04-29 06:46:18,30.6,75.7,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:46:20,30.5,75.8,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:46:22,30.5,75.8,242.0,0.0,20.7,EXCELLENT
2026-04-29 06:46:24,30.5,75.9,242.0,0.0,20.7,EXCELLENT
2026-04-29 06:46:26,30.5,75.9,245.0,0.0,21.7,EXCELLENT
2026-04-29 06:46:28,30.5,75.9,241.0,0.0,20.3,EXCELLENT
2026-04-29 06:46:30,30.5,76.0,253.0,0.0,24.3,EXCELLENT
2026-04-29 06:46:32,30.5,76.0,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:46:34,30.5,76.0,246.0,0.0,22.0,EXCELLENT
2026-04-29 06:46:36,30.5,76.1,246.0,0.0,22.0,EXCELLENT
2026-04-29 06:46:38,30.5,76.1,247.0,0.0,22.3,EXCELLENT
2026-04-29 06:46:40,30.5,76.1,241.0,0.0,20.3,EXCELLENT
2026-04-29 06:46:42,30.5,76.1,246.0,0.0,22.0,EXCELLENT
2026-04-29 06:46:44,30.5,76.2,247.0,0.0,22.3,EXCELLENT
2026-04-29 06:46:46,30.4,76.3,246.0,0.0,22.0,EXCELLENT
2026-04-29 06:46:48,30.5,76.3,251.0,0.0,23.7,EXCELLENT
2026-04-29 06:46:50,30.4,76.3,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:46:52,30.4,76.3,239.0,0.0,19.7,EXCELLENT
2026-04-29 06:46:54,30.4,76.4,246.0,0.0,22.0,EXCELLENT
2026-04-29 06:46:56,30.4,76.4,248.0,0.0,22.7,EXCELLENT
2026-04-29 06:46:58,30.4,76.4,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:47:00,30.4,76.5,242.0,0.0,20.7,EXCELLENT
2026-04-29 06:47:02,30.4,76.5,251.0,0.0,23.7,EXCELLENT
2026-04-29 06:47:04,30.4,76.4,246.0,0.0,22.0,EXCELLENT
2026-04-29 06:47:06,30.4,76.5,236.0,0.0,18.7,EXCELLENT
2026-04-29 06:47:08,30.4,76.5,250.0,0.0,23.3,EXCELLENT
2026-04-29 06:47:10,30.3,76.6,242.0,0.0,20.7,EXCELLENT
2026-04-29 06:47:12,30.4,76.6,235.0,0.0,18.3,EXCELLENT
2026-04-29 06:47:14,30.3,76.6,242.0,0.0,20.7,EXCELLENT
2026-04-29 06:47:16,30.4,76.6,250.0,0.0,23.3,EXCELLENT
2026-04-29 06:47:18,30.3,76.7,240.0,0.0,20.0,EXCELLENT
2026-04-29 06:47:20,30.3,76.7,246.0,0.0,22.0,EXCELLENT
2026-04-29 06:47:22,30.3,76.6,241.0,0.0,20.3,EXCELLENT
2026-04-29 06:47:24,30.3,76.7,250.0,0.0,23.3,EXCELLENT
2026-04-29 06:47:26,30.3,76.7,249.0,0.0,23.0,EXCELLENT
2026-04-29 06:47:28,30.3,76.7,239.0,0.0,19.7,EXCELLENT
2026-04-29 06:47:30,30.3,76.9,245.0,0.0,21.7,EXCELLENT
2026-04-29 06:47:32,30.3,76.8,245.0,0.0,21.7,EXCELLENT
2026-04-29 06:47:34,30.3,76.9,241.0,0.0,20.3,EXCELLENT
2026-04-29 06:47:36,30.3,76.9,250.0,0.0,23.3,EXCELLENT
2026-04-29 06:47:38,30.3,76.9,238.0,0.0,19.3,EXCELLENT
2026-04-29 06:47:40,30.3,76.9,244.0,0.0,21.3,EXCELLENT
