Room_ID,DayType,Occupancy,Ventilation_Status,CO2,PM2.5,Humidity,Temperature,AQ_Label
1,0,1,1,476.653,20.0,50.0,24.0,0
1,0,1,1,489.997,20.0,50.0,24.0,0
1,0,1,1,499.5,20.0,50.0,24.0,0
1,0,1,1,481.742,20.0,50.0,24.0,0
1,0,1,1,476.091,20.0,50.0,24.0,0
1,0,1,1,449.738,20.0,50.0,24.0,0
1,0,1,1,445.298,20.0,50.0,24.0,0
1,0,1,1,452.428,20.0,50.0,24.0,0
1,0,1,1,457.004,20.0,50.0,24.0,0
1,0,1,1,458.959,20.0,50.0,24.0,0
1,0,1,1,457.375,20.0,50.0,24.0,0
1,0,1,1,455.186,20.0,50.0,24.0,0
1,0,1,1,472.728,20.0,50.0,24.0,0
1,0,1,1,462.189,20.0,50.0,24.0,0
1,0,1,1,463.146,20.0,50.0,24.0,0
1,0,1,1,447.18,20.0,50.0,24.0,0
1,0,1,1,445.61,20.0,50.0,24.0,0
1,0,1,1,451.394,20.0,50.0,24.0,0
1,0,1,1,459.371,20.0,50.0,24.0,0
1,0,1,1,463.77,20.0,50.0,24.0,0
1,0,1,1,464.873,20.0,50.0,24.0,0
1,0,1,1,452.389,20.0,50.0,24.0,0
1,0,1,1,443.546,20.0,50.0,24.0,0
1,0,1,1,439.916,20.0,50.0,24.0,0
1,0,1,1,452.504,20.0,50.0,24.0,0
1,0,1,1,456.245,20.0,50.0,24.0,0
1,0,1,1,458.289,20.0,50.0,24.0,0
1,0,1,1,465.005,20.0,50.0,24.0,0
1,0,1,1,452.155,20.0,50.0,24.0,0
1,0,1,1,444.029,20.0,50.0,24.0,0
1,0,1,1,443.07,20.0,50.0,24.0,0
1,0,1,1,442.728,20.0,50.0,24.0,0
1,0,1,1,443.838,20.0,50.0,24.0,0
1,0,1,1,444.521,20.0,50.0,24.0,0
1,0,1,1,445.485,20.0,50.0,24.0,0
1,0,1,1,443.992,20.0,50.0,24.0,0
1,0,1,1,441.498,20.0,50.0,24.0,0
1,0,1,1,439.327,20.0,50.0,24.0,0
1,0,1,1,441.894,20.0,50.0,24.0,0
1,0,1,1,443.64,20.0,50.0,24.0,0
1,0,1,1,445.529,20.0,50.0,24.0,0
1,0,1,1,455.75,20.0,50.0,24.0,0
1,0,1,1,475.127,20.0,50.0,24.0,0
1,0,1,1,465.975,20.0,50.0,24.0,0
1,0,1,1,457.474,20.0,50.0,24.0,0
1,0,1,1,468.724,20.0,50.0,24.0,0
1,0,1,1,473.774,20.0,50.0,24.0,0
1,0,1,1,464.088,20.0,50.0,24.0,0
1,0,1,1,464.808,20.0,50.0,24.0,0
1,0,1,1,471.276,20.0,50.0,24.0,0
1,0,1,1,475.94,20.0,50.0,24.0,0
1,0,1,1,467.11,20.0,50.0,24.0,0
1,0,1,1,483.677,20.0,50.0,24.0,0
1,0,1,1,475.844,20.0,50.0,24.0,0
1,0,1,1,477.714,20.0,50.0,24.0,0
1,0,1,1,482.014,20.0,50.0,24.0,0
1,0,1,1,472.274,20.0,50.0,24.0,0
1,0,1,1,479.549,20.0,50.0,24.0,0
1,0,1,1,468.634,20.0,50.0,24.0,0
1,0,1,1,471.202,20.0,50.0,24.0,0
1,0,1,1,457.646,20.0,50.0,24.0,0
1,0,1,1,451.696,20.0,50.0,24.0,0
1,0,1,1,460.217,20.0,50.0,24.0,0
1,0,1,1,476.695,20.0,50.0,24.0,0
1,0,1,1,483.751,20.0,50.0,24.0,0
1,0,1,1,468.112,20.0,50.0,24.0,0
1,0,1,1,476.367,20.0,50.0,24.0,0
1,0,1,1,489.343,20.0,50.0,24.0,0
1,0,1,1,510.914,20.0,50.0,24.0,0
1,0,1,1,499.71,20.0,50.0,24.0,0
1,0,1,1,507.949,20.0,50.0,24.0,0
1,0,1,1,494.279,20.0,50.0,24.0,0
1,0,1,1,510.178,20.0,50.0,24.0,0
1,0,1,1,516.986,20.0,50.0,24.0,0
1,0,1,1,528.293,20.0,50.0,24.0,0
1,0,1,1,542.965,20.0,50.0,24.0,0
1,0,1,1,550.319,20.0,50.0,24.0,0
1,0,1,1,541.808,20.0,50.0,24.0,0
1,0,1,1,522.826,20.0,50.0,24.0,0
1,0,1,1,541.681,20.0,50.0,24.0,0
1,0,1,1,515.548,20.0,50.0,24.0,0
1,0,1,1,532.631,20.0,50.0,24.0,0
1,0,1,1,502.894,20.0,50.0,24.0,0
1,0,1,1,501.018,20.0,50.0,24.0,0
1,0,1,1,506.08,20.0,50.0,24.0,0
1,0,1,1,499.687,20.0,50.0,24.0,0
1,0,1,1,511.519,20.0,50.0,24.0,0
1,0,1,1,505.12,20.0,50.0,24.0,0
1,0,1,1,509.511,20.0,50.0,24.0,0
1,0,1,1,516.722,20.0,50.0,24.0,0
1,0,1,1,511.836,20.0,50.0,24.0,0
1,0,1,1,510.87,20.0,50.0,24.0,0
1,0,1,1,510.704,20.0,50.0,24.0,0
1,0,1,1,504.181,20.0,50.0,24.0,0
1,0,1,1,503.941,20.0,50.0,24.0,0
1,0,1,1,499.625,20.0,50.0,24.0,0
1,0,1,1,500.43,20.0,50.0,24.0,0
1,0,1,1,500.149,20.0,50.0,24.0,0
1,0,1,1,495.412,20.0,50.0,24.0,0
1,0,1,1,503.464,20.0,50.0,24.0,0
1,0,1,1,505.33,20.0,50.0,24.0,0
1,0,1,1,503.831,20.0,50.0,24.0,0
1,0,1,1,505.595,20.0,50.0,24.0,0
1,0,1,1,495.775,20.0,50.0,24.0,0
1,0,1,1,497.655,20.0,50.0,24.0,0
1,0,1,1,496.371,20.0,50.0,24.0,0
1,0,1,1,490.174,20.0,50.0,24.0,0
1,0,1,1,490.004,20.0,50.0,24.0,0
1,0,1,1,489.907,20.0,50.0,24.0,0
1,0,1,1,499.733,20.0,50.0,24.0,0
1,0,1,1,490.421,20.0,50.0,24.0,0
1,0,1,1,474.59,20.0,50.0,24.0,0
1,0,1,1,490.98,20.0,50.0,24.0,0
1,0,1,1,495.802,20.0,50.0,24.0,0
1,0,1,1,499.087,20.0,50.0,24.0,0
1,0,1,1,507.632,20.0,50.0,24.0,0
1,0,1,1,498.991,20.0,50.0,24.0,0
1,0,1,1,480.42,20.0,50.0,24.0,0
1,0,1,1,474.881,20.0,50.0,24.0,0
1,0,1,1,470.281,20.0,50.0,24.0,0
1,0,1,1,477.127,20.0,50.0,24.0,0
1,0,1,1,484.226,20.0,50.0,24.0,0
1,0,1,1,483.219,20.0,50.0,24.0,0
1,0,1,1,487.734,20.0,50.0,24.0,0
1,0,1,1,483.466,20.0,50.0,24.0,0
1,0,1,1,479.558,20.0,50.0,24.0,0
1,0,1,1,474.375,20.0,50.0,24.0,0
1,0,1,1,480.673,20.0,50.0,24.0,0
1,0,1,1,492.816,20.0,50.0,24.0,0
1,0,1,1,493.015,20.0,50.0,24.0,0
1,0,1,1,487.222,20.0,50.0,24.0,0
